Resonance Wavelength (nm),Group index,Group Velocity
1547.4884567925885,2.3765335602675055,126146949.0741191
1549.4927604804445,2.383544364104213,125775908.5649192
1551.5019368750036,2.377319790720573,126105229.58256784
1553.5178872741726,2.379854542410083,125970916.56551397
1555.5384352370347,2.3788472103055343,126024259.44014087
1557.5669039915856,2.3736381269996105,126300826.81514375
1559.6030351405134,2.373322012833109,126317649.42934495
1561.6461950096177,2.3697046718178374,126510472.61936845
1563.6949947047242,2.372666259305235,126352560.8897837
